student_no,province,age,gender,nationality,religion,f_Educ,father_occupation,m_Educ,mother_occupation,family_size,ordinal_position,family_monthlyIncome,no_members_income,tuition_support,school_expenses,shs_school_type,strand,grade12_cgpa,pr_verbal_language,pr_reading_compre,pr_english,pr_math,pr_non_verbal,pr_basic_cmp,pr_clerical,selected_college_score,course,total_units,institute,performance
20572064,Pampanga,18,F,Filipino,Roman Catholic,College Graduate,"artistic, musical, writing",Post Graduate,helping and teaching occupation,4,Youngest,E,Max of 2,Parents,Parents,Private,STEM,88.94,91,84,78,50,52,94,15,66.6,BEEd,26,SED,high
20578217,Pampanga,18,F,Filipino,Baptist,College Graduate,office and clerical jobs,College Graduate,office and clerical jobs,5,Eldest,E,Max of 2,Parents,Parents,Private,TVL,93.9,91,84,78,67,86,87,76,81.35,BSTourism,26,SHTM,high
20610966,Pampanga,19,F,Filipino,Iglesia Ni Cristo,HS,Skilled and technical jobs,College Undergraduate/Vocational,mgmt. sales and entrepreneural occupations,6,3rd,E,Max of 4,Parents,Parents,Private,ABM,93.0,37,73,53,82,80,16,33,61.2,Accountancy,26,SBA,high
20613047,Pampanga,18,M,Filipino,Born Again Christian,HS,Skilled and technical jobs,HS,helping and teaching occupation,6,3rd,F,Max of 2,Parents,Parents,Public,ABM,95.5,24,84,78,88,86,83,91,78.35,Accountancy,26,SBA,high
20604936,Pampanga,19,F,Filipino,Roman Catholic,HS,Skilled and technical jobs,HS,,6,2nd,F,None,Scholarships and Grants,Parents,Public,TVL,94.0,91,59,40,82,52,61,29,61.95,Accountancy,26,SBA,high
20630272,Outside,18,F,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,College Undergraduate/Vocational,mgmt. sales and entrepreneural occupations,4,Eldest,C,Max of 2,Parents,Parents,Private,ABM,90.5,7,79,78,7,80,61,5,47.95,BSTourism,23,SHTM,high
20584811,Pampanga,19,F,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,College Graduate,helping and teaching occupation,3,Only Child,F,Max of 6,Relatives,Relatives,Private,STEM,87.99,79,59,99,58,91,69,84,72.45,ELECENG,25,SEA,high
20572558,Pampanga,19,M,Filipino,Roman Catholic,HS,Skilled and technical jobs,HS,helping and teaching occupation,6,3rd,F,Max of 2,Relatives,Self,Private,HUMSS,91.57,14,94,53,67,17,61,82,66.5,BA Comm,23,SAS,high
20586238,Pampanga,19,M,Filipino,Roman Catholic,College Graduate,office and clerical jobs,College Graduate,,7,Youngest,E,Max of 2,Parents,Parents,Private,STEM,88.79,37,73,40,82,52,77,53,62.85,CE,25,SEA,high
20603801,Pampanga,19,M,Filipino,Born Again Christian,College Undergrad/Vocational,Skilled and technical jobs,HS,Skilled and technical jobs,5,Middle,C,Max of 2,Parents,Parents,Public,STEM,89.5,79,84,17,75,62,61,57,68.15,BSITAreaWebDev,23,CICT,high
20604238,Pampanga,19,F,Filipino,Roman Catholic,HS,Skilled and technical jobs,College Undergraduate/Vocational,mgmt. sales and entrepreneural occupations,4,Youngest,E,Max of 2,Parents,Parents,Private,TVL,91.0,52,67,93,50,62,77,26,59.7,BSEMC-DA,23,CICT,high
20628224,Outside,19,F,Filipino,Roman Catholic,HS,Skilled and technical jobs,HS,,7,Youngest,C,Max of 4,Parents,Parents,Private,ABM,92.5,91,96,98,11,11,61,45,70.55,BSPsychology,23,SAS,high
20638855,Pampanga,18,M,Filipino,None,College Graduate,office and clerical jobs,College Graduate,helping and teaching occupation,6,Youngest,D,Max of 4,Parents,Parents,Private,ABM,88.5,14,59,27,67,80,46,57,52.0,BSBA-FinMgmt,23,SBA,mlow
20579602,Pampanga,19,F,Filipino,Born Again Christian,College Graduate,Skilled and technical jobs,College Graduate,office and clerical jobs,4,Eldest,F,Max of 2,Relatives,Relatives,Private,ABM,93.25,94,37,78,58,32,61,37,54.95,Accountancy,26,SBA,high
20578487,Pampanga,19,F,Filipino,Born Again Christian,Elementary,Skilled and technical jobs,HS,Skilled and technical jobs,4,Eldest,F,Max of 2,Parents,Parents,Private,TVL,89.32,52,88,17,31,24,46,49,49.8,BSPsychology,23,SAS,high
20607963,Pampanga,19,M,Filipino,Roman Catholic,HS,Skilled and technical jobs,HS,,8,4th,E,Max of 4,Parents,Parents,Private,STEM,87.0,24,67,53,75,24,94,37,56.55,CE,25,SEA,mlow
20601178,Pampanga,19,F,Filipino,Roman Catholic,HS,mgmt. sales and entrepreneural occupations,HS,Skilled and technical jobs,4,Youngest,D,Max of 2,Parents,Parents,Private,ABM,90.81,52,79,93,95,86,94,41,81.9,Accountancy,26,SBA,high
20569274,Pampanga,19,M,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,College Graduate,helping and teaching occupation,6,Eldest,D,Max of 4,Parents,Parents,Private,STEM,89.0,91,73,5,82,86,87,41,70.65,Comp. Engg.,25,SEA,medium
20630316,Pampanga,19,M,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,College Graduate,office and clerical jobs,5,Eldest,D,Max of 2,Parents,Parents,Private,STEM,88.86,87,94,78,88,62,77,53,85.05,BSPsychology,23,SAS,high
20616838,Pampanga,18,M,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,College Graduate,helping and teaching occupation,4,Youngest,C,Max of 2,Parents,Parents,Private,ABM,84.45,14,52,53,67,17,87,92,53.35,BusMgt,23,SBA,medium
20609122,Pampanga,19,F,Filipino,Roman Catholic,College Undergrad/Vocational,mgmt. sales and entrepreneural occupations,HS,,5,Middle,F,Max of 2,Scholarships and Grants,Parents,Private,HUMSS,90.5,79,73,10,67,80,87,53,66.55,BEED-SpecialEdu,26,SED,high
20570422,Pampanga,18,F,Filipino,Born Again Christian,College Graduate,Skilled and technical jobs,College Graduate,helping and teaching occupation,4,Eldest,D,Max of 2,Parents,Parents,Private,ABM,93.97,99,91,67,97,98,77,20,85.15,Accountancy,26,SBA,high
20598941,Pampanga,18,F,Filipino,Roman Catholic,,office and clerical jobs,,office and clerical jobs,8,3rd,F,Max of 2,Relatives,Relatives,Private,GAS,86.5,91,94,67,92,62,46,23,70.85,BusMgt,23,SBA,medium
20587836,Pampanga,18,M,Filipino,Roman Catholic,College Graduate,helping and teaching occupation,College Graduate,office and clerical jobs,4,Eldest,E,Max of 2,Scholarships and Grants,Parents,Private,HUMSS,96.16,97,88,67,88,80,98,89,89.45,BA Comm,23,SAS,high
20574000,Pampanga,19,M,Filipino,Roman Catholic,College Undergrad/Vocational,Skilled and technical jobs,Post Graduate,helping and teaching occupation,6,2nd,B,Max of 6,Parents,Parents,Private,STEM,90.29,14,94,53,75,80,83,49,66.15,BSAeronautical,25,SEA,medium
20597308,Pampanga,19,M,Filipino,Roman Catholic,HS,mgmt. sales and entrepreneural occupations,HS,mgmt. sales and entrepreneural occupations,6,Youngest,F,Max of 2,Self,Self,Private,STEM,81.93,79,14,10,58,11,53,73,35.25,BSITAreaWebDev,23,CICT,medium
20576676,Pampanga,19,M,Filipino,Born Again Christian,College Undergrad/Vocational,Skilled and technical jobs,College Undergraduate/Vocational,office and clerical jobs,5,Middle,D,Max of 4,Parents,Parents,Private,STEM,87.08,52,45,27,58,72,83,41,53.6,ME,25,SEA,medium
20603204,Pampanga,19,M,Filipino,Roman Catholic,College Graduate,mgmt. sales and entrepreneural occupations,College Graduate,helping and teaching occupation,4,Youngest,E,Max of 2,Parents,Parents,Public,STEM,91.0,99,88,67,50,32,96,17,66.15,BSAeronautical,25,SEA,high
20606826,Pampanga,19,F,Filipino,Roman Catholic,College Graduate,mgmt. sales and entrepreneural occupations,College Graduate,helping and teaching occupation,4,Youngest,D,Max of 2,Relatives,Parents,Private,ABM,89.84,79,88,93,67,80,61,65,79.0,Accountancy,26,SBA,high
20612553,Pampanga,19,F,Filipino,Protestant,,"artistic, musical, writing",,"artistic, musical, writing",7,4th,F,Max of 4,Parents,Parents,Private,HUMSS,87.91,94,19,67,40,80,23,49,40.95,BA Comm,23,SAS,high
20635582,Outside,19,F,Filipino,Roman Catholic,College Graduate,"artistic, musical, writing",College Graduate,helping and teaching occupation,7,Middle,D,Max of 4,Parents,Parents,Private,STEM,94.0,79,73,87,82,72,61,17,70.65,Architecture,26,SEA,high
20571232,Pampanga,19,F,Filipino,Roman Catholic,College Graduate,"artistic, musical, writing",College Undergraduate/Vocational,mgmt. sales and entrepreneural occupations,4,Youngest,E,Max of 2,Parents,Parents,Private,ABM,91.78,94,84,87,92,32,92,79,82.4,BSBA-MktgMgmt,26,SBA,high
20597624,Outside,18,M,Filipino,Roman Catholic,College Undergrad/Vocational,Skilled and technical jobs,College Graduate,,6,Youngest,C,Max of 4,Parents,Parents,Private,STEM,91.5,52,97,97,40,80,96,53,69.8,ME,25,SEA,high
20569803,Pampanga,19,M,Filipino,Born Again Christian,College Graduate,Skilled and technical jobs,College Graduate,Skilled and technical jobs,5,Middle,E,Max of 2,Parents,Parents,Private,STEM,97.06,87,84,93,50,62,87,87,75.25,CE,25,SEA,high
20635288,Pampanga,19,F,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,College Graduate,helping and teaching occupation,6,3rd,D,Max of 2,Parents,Parents,Private,ABM,89.48,79,96,67,88,91,92,76,83.2,BSTourism,23,SHTM,high
20606927,Pampanga,18,M,Filipino,Born Again Christian,HS,helping and teaching occupation,,helping and teaching occupation,5,Youngest,E,Max of 2,Parents,Parents,Private,STEM,83.0,91,31,93,31,80,46,23,51.8,BSPsychology,23,SAS,high
20629383,Outside,20,M,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,College Graduate,office and clerical jobs,5,Middle,E,Max of 2,Parents,Self,Private,STEM,97.0,24,79,93,75,42,94,69,67.95,BSAeronautical,25,SEA,high
20628066,Pampanga,18,F,Filipino,Roman Catholic,Elementary,Skilled and technical jobs,College Undergraduate/Vocational,,4,Youngest,E,Max of 2,Parents,Parents,Private,TVL,93.0,79,94,67,50,80,77,26,73.15,Accountancy,26,SBA,high
20609796,Outside,18,F,Filipino,Roman Catholic,College Graduate,office and clerical jobs,College Graduate,mgmt. sales and entrepreneural occupations,5,Eldest,D,Max of 2,Parents,Parents,Private,ABM,87.5,24,59,53,40,32,53,92,53.65,BSCulinary,23,SHTM,high
20580592,Pampanga,19,F,Filipino,Born Again Christian,College Undergrad/Vocational,Skilled and technical jobs,HS,"artistic, musical, writing",9,2nd,E,Max of 4,Relatives,Relatives,Private,ABM,85.19,52,31,17,88,62,12,87,46.4,BusMgt,23,SBA,high
20630665,Pampanga,19,F,Filipino,Roman Catholic,College Undergrad/Vocational,Skilled and technical jobs,College Graduate,helping and teaching occupation,5,Eldest,E,Max of 2,Parents,Parents,Private,ABM,95.0,91,67,67,88,62,94,61,75.5,Accountancy,26,SBA,high
20608187,Pampanga,19,M,Filipino,Roman Catholic,College Graduate,"artistic, musical, writing",Post Graduate,helping and teaching occupation,5,Youngest,D,Max of 2,Parents,Parents,Private,HUMSS,93.5,97,96,78,58,72,94,84,86.85,BSITAreaWebDev,23,CICT,high
20612373,Pampanga,18,F,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,College Graduate,Skilled and technical jobs,4,Eldest,A,Max of 2,Parents,Parents,Private,STEM,88.05,37,88,67,88,62,96,33,70.95,CE,25,SEA,medium
20600763,Pampanga,19,F,Filipino,Roman Catholic,College Graduate,"artistic, musical, writing",College Undergraduate/Vocational,Skilled and technical jobs,4,Eldest,D,Max of 2,Parents,Parents,Private,STEM,89.07,7,52,27,23,32,53,20,32.8,BusMgt,23,SBA,high
20572841,Pampanga,18,M,Filipino,Roman Catholic,Post Graduate,helping and teaching occupation,Post Graduate,helping and teaching occupation,6,2nd,D,Max of 4,Parents,Parents,Public,STEM,89.0,87,79,17,82,52,61,1,62.45,BSAeronautical,25,SEA,high
20608345,Pampanga,18,F,Filipino,Roman Catholic,,Skilled and technical jobs,Elementary,Skilled and technical jobs,7,Youngest ,E,Max of 4,Parents,Parents,Private,ABM,86.97,24,97,87,75,42,87,41,69.7,Accountancy,26,SBA,high
20570556,Pampanga,18,F,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,College Graduate,,5,Eldest,D,Max of 2,Scholarships and Grants,Parents,Private,ABM,91.15,37,79,78,97,32,96,91,75.3,BSAeronautical,25,SEA,high
20571928,Pampanga,19,F,Filipino,Roman Catholic,,Skilled and technical jobs,,office and clerical jobs,3,Only Child,E,Max of 2,Parents,Parents,Private,ABM,89.53,87,52,93,67,91,61,79,70.8,Accountancy,26,SBA,high
20615321,Pampanga,18,F,Filipino,Roman Catholic,College Graduate,,HS,mgmt. sales and entrepreneural occupations,5,Youngest,E,Max of 4,Scholarships and Grants,Parents,Public,TVL,89.5,14,79,10,50,62,46,84,54.45,BPEd,26,SED,medium
20592641,Pampanga,18,F,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,College Graduate,,7,Eldest,B,Max of 4,Parents,Parents,Private,STEM,90.37,52,37,40,40,52,61,29,44.8,BSITAreaWebDev,23,CICT,high
20607221,Outside,18,F,Filipino,Roman Catholic,College Undergrad/Vocational,,College Graduate,mgmt. sales and entrepreneural occupations,8,Youngest,D,Max of 4,Parents,Parents,Private,ABM,92.0,52,94,67,31,11,92,53,62.6,Accountancy,26,SBA,high
20614792,Pampanga,19,M,Filipino,Roman Catholic,College Graduate,office and clerical jobs,College Graduate,office and clerical jobs,4,Youngest,,Max of 2,Parents,Parents,Private,STEM,92.0,87,84,53,58,42,87,65,69.05,CE,25,SEA,high
20593495,Pampanga,18,F,Filipino,Roman Catholic,HS,Skilled and technical jobs,HS,Skilled and technical jobs,6,Youngest,D,Max of 2,Parents,Parents,Private,ABM,94.0,52,73,78,88,86,37,89,73.15,Accountancy,26,SBA,high
20576777,Pampanga,19,F,Filipino,Roman Catholic,College Undergrad/Vocational,helping and teaching occupation,HS,Skilled and technical jobs,4,Eldest,D,None,Relatives,Parents,Private,HUMSS,90.6,52,73,87,16,17,87,20,62.2,BSNursing,36,SNAMS,high
20606130,Pampanga,19,M,Filipino,Roman Catholic,HS,Skilled and technical jobs,HS,,7,4th,E,Max of 2,Parents,Parents,Private,STEM,88.84,91,91,93,58,98,69,37,76.05,Architecture,26,SEA,high
20581841,Pampanga,18,M,Filipino,Roman Catholic,College Undergrad/Vocational,mgmt. sales and entrepreneural occupations,College Undergraduate/Vocational,,6,3rd,F,Max of 2,Parents,Relatives,Private,STEM,84.25,91,96,93,75,97,96,45,84.7,Comp. Engg.,25,SEA,mlow
20602146,Pampanga,19,M,Filipino,Born Again Christian,,,,mgmt. sales and entrepreneural occupations,4,Eldest,F,Max of 2,Relatives,Relatives,Private,STEM,92.42,94,84,78,75,95,92,15,77.65,BSAeronautical,25,SEA,high
20618561,Outside,18,F,Filipino,Roman Catholic,College Graduate,mgmt. sales and entrepreneural occupations,Post Graduate,helping and teaching occupation,7,Eldest,E,Max of 2,Relatives,Relatives,Private,HUMSS,94.5,14,73,67,82,52,46,29,58.05,BEED-SpecialEdu,26,SED,high
20627831,Pampanga,19,M,Filipino,Roman Catholic,College Undergrad/Vocational,Skilled and technical jobs,College Graduate,mgmt. sales and entrepreneural occupations,4,Eldest,F,Max of 4,Parents,Parents,Private,STEM,88.93,79,31,27,31,72,37,53,44.7,BSCompsci,23,CICT,high
20598377,Pampanga,19,F,Filipino,Roman Catholic,HS,Skilled and technical jobs,College Graduate,helping and teaching occupation,7,Youngest,D,Max of 2,Parents,Parents,Private,STEM,86.32,79,79,78,82,72,77,12,72.05,BSAeronautical,25,SEA,medium
20579725,Pampanga,18,M,Filipino,Born Again Christian,College Graduate,"artistic, musical, writing",College Graduate,mgmt. sales and entrepreneural occupations,5,Eldest,A,Max of 2,Parents,Parents,Private,STEM,83.11,37,52,87,67,72,53,49,58.9,BusMgt,23,SBA,medium
20577868,Pampanga,19,M,Filipino,Born Again Christian,College Graduate,Skilled and technical jobs,College Undergraduate/Vocational,mgmt. sales and entrepreneural occupations,6,3rd,E,Max of 4,Parents,Parents,Private,STEM,87.07,37,31,40,75,95,46,53,53.9,Architecture,26,SEA,high
20588624,Pampanga,19,M,Filipino,Roman Catholic,College Undergrad/Vocational,Skilled and technical jobs,College Undergraduate/Vocational,"artistic, musical, writing",6,3rd,E,Max of 4,Parents,Parents,Private,STEM,91.94,37,96,78,75,91,83,92,77.9,CE,25,SEA,medium
20573436,Pampanga,18,F,Filipino,Roman Catholic,Elementary,Skilled and technical jobs,College Graduate,helping and teaching occupation,4,Youngest,E,Max of 2,Relatives,Parents,Private,ABM,97.13,87,91,98,92,91,83,76,90.3,Accountancy,26,SBA,high
20599312,Pampanga,17,F,Filipino,Roman Catholic,,Skilled and technical jobs,College Graduate,,5,Eldest,E,Max of 2,Parents,Parents,Private,ABM,96.06,79,91,87,97,11,96,61,81.4,Accountancy,26,SBA,high
20607737,Pampanga,18,M,Filipino,Roman Catholic,College Graduate,mgmt. sales and entrepreneural occupations,College Graduate,mgmt. sales and entrepreneural occupations,7,Eldest,E,Max of 2,Parents,Parents,Private,ABM,92.5,94,91,53,82,91,69,61,80.1,Comp. Engg.,25,SEA,mlow
20594823,Pampanga,19,M,Filipino,Roman Catholic,College Undergrad/Vocational,Skilled and technical jobs,College Graduate,helping and teaching occupation,5,Eldest,C,Max of 2,Parents,Parents,Private,ABM,88.25,52,73,87,50,2,53,7,57.25,BSPsychology,23,SAS,high
20608200,Pampanga,18,F,Filipino,Roman Catholic,HS,Skilled and technical jobs,College Undergraduate/Vocational,helping and teaching occupation,5,Eldest,E,Max of 2,Parents,Parents,Public,STEM,91.0,79,94,53,75,17,92,41,69.7,CE,25,SEA,medium
20569421,Pampanga,18,F,Filipino,Roman Catholic,College Undergrad/Vocational,Skilled and technical jobs,HS,,9,5th,F,Max of 4,Parents,Parents,Private,ABM,91.0,37,84,78,67,62,87,37,70.75,Accountancy,26,SBA,high
20587961,Pampanga,19,F,Filipino,Born Again Christian,College Graduate,mgmt. sales and entrepreneural occupations,College Graduate,mgmt. sales and entrepreneural occupations,5,Eldest,E,Max of 2,Parents,Parents,Public,STEM,91.5,87,98,98,23,42,87,26,77.05,BA Comm,23,SAS,high
20609998,Pampanga,19,F,Filipino,Roman Catholic,College Graduate,mgmt. sales and entrepreneural occupations,College Graduate,mgmt. sales and entrepreneural occupations,5,Youngest,E,Max of 4,Parents,Parents,Private,TVL,86.04,24,31,27,67,42,23,12,29.65,BSTourism,26,SHTM,high
20581042,Pampanga,18,M,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,College Graduate,helping and teaching occupation,5,Youngest,B,Max of 2,Parents,Parents,Private,STEM,92.01,91,96,93,88,52,61,57,81.15,CE,25,SEA,high
20579758,Pampanga,19,F,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,College Graduate,office and clerical jobs,5,Youngest,E,Max of 4,Parents,Parents,Private,ABM,91.5,37,67,78,40,32,37,57,53.25,BusMgt,23,SBA,high
20575697,Pampanga,18,M,Filipino,Roman Catholic,College Graduate,mgmt. sales and entrepreneural occupations,HS,mgmt. sales and entrepreneural occupations,6,3rd,D,Max of 2,Parents,Parents,Private,STEM,82.97,52,14,27,82,42,69,61,51.0,EE,25,SEA,medium
20570512,Pampanga,18,F,Filipino,Roman Catholic,College Undergrad/Vocational,Skilled and technical jobs,HS,Skilled and technical jobs,6,2nd,F,Max of 2,Scholarships and Grants,Parents,Private,TVL,92.36,91,91,67,58,52,61,79,76.15,BS EventMgmt,26,SHTM,high
20574235,Pampanga,19,F,Filipino,Roman Catholic,College Graduate,mgmt. sales and entrepreneural occupations,College Graduate,mgmt. sales and entrepreneural occupations,5,Youngest,F,Max of 4,Parents,Parents,Private,ABM,90.41,87,59,93,23,91,23,94,61.05,Accountancy,26,SBA,high
20576610,Pampanga,19,F,Filipino,Born Again Christian,College Undergrad/Vocational,Skilled and technical jobs,HS,,6,Eldest,E,Max of 2,Parents,Parents,Private,ABM,94.54,87,96,78,95,80,77,65,87.15,Accountancy,26,SBA,high
20605094,Pampanga,19,F,Filipino,Roman Catholic,College Graduate,mgmt. sales and entrepreneural occupations,College Graduate,helping and teaching occupation,4,Youngest,D,Max of 2,Parents,Parents,Private,ABM,91.93,52,97,87,88,97,96,87,88.6,Accountancy,26,SBA,high
20571355,Pampanga,19,M,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,College Graduate,,5,Middle,C,Max of 2,Parents,Parents,Private,STEM,88.22,52,45,27,67,80,61,57,56.05,ME,25,SEA,high
20617942,Pampanga,19,F,Filipino,Born Again Christian,HS,Skilled and technical jobs,Elementary,,4,Eldest,E,Max of 2,Relatives,Parents,Private,ABM,89.2,52,37,93,75,52,37,82,58.25,Accountancy,26,SBA,high
20605814,Pampanga,19,M,Filipino,Roman Catholic,College Undergrad/Vocational,Skilled and technical jobs,HS,,7,Middle,F,None,Relatives,Parents,Private,STEM,93.69,94,67,78,82,62,61,29,71.0,CE,25,SEA,medium
20569061,Pampanga,19,F,Filipino,Roman Catholic,,Skilled and technical jobs,,Skilled and technical jobs,4,Eldest,E,Max of 2,Parents,Parents,Public,ABM,94.0,37,45,67,88,11,37,33,51.3,Accountancy,26,SBA,high
20570894,Pampanga,19,F,Filipino,Roman Catholic,HS,Skilled and technical jobs,College Graduate,Skilled and technical jobs,7,Middle,D,Max of 2,Parents,Parents,Private,STEM,88.0,37,88,99,50,80,77,45,65.75,Architecture,26,SEA,high
20608097,Pampanga,18,F,Filipino,Born Again Christian,HS,Skilled and technical jobs,HS,,5,Eldest,E,None,Parents,Parents,Public,ABM,92.0,52,79,1,58,4,3,20,42.35,BusMgt,23,SBA,high
20572650,Pampanga,19,M,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,College Graduate,,7,Middle,D,Max of 2,Parents,Parents,Private,STEM,87.25,91,31,17,75,91,12,84,59.0,ME,25,SEA,medium
20599435,Pampanga,18,F,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,HS,"artistic, musical, writing",7,Middle,F,Max of 4,Parents,Parents,Private,TVL,92.28,14,37,17,58,86,87,45,46.2,Accountancy,26,SBA,high
20580682,Pampanga,19,M,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,College Graduate,,4,Eldest,E,Max of 2,Parents,Parents,Private,ABM,92.0,14,88,97,75,62,83,73,75.5,CE,25,SEA,high
20610887,Pampanga,19,M,Filipino,Roman Catholic,Post Graduate,Skilled and technical jobs,College Graduate,mgmt. sales and entrepreneural occupations,6,Youngest,A,Max of 4,Scholarships and Grants,Scholarships and Grants,Private,STEM,88.07,87,59,53,88,80,37,53,69.15,CE,25,SEA,medium
20571906,Pampanga,18,F,Filipino,Roman Catholic,College Graduate,mgmt. sales and entrepreneural occupations,College Graduate,mgmt. sales and entrepreneural occupations,4,Youngest,E,Max of 2,Parents,Parents,Private,ABM,93.66,52,84,87,82,95,69,84,80.45,Accountancy,26,SBA,high
20605601,Pampanga,19,M,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,Post Graduate,helping and teaching occupation,5,Middle,F,Max of 2,Parents,Parents,Public,STEM,90.5,91,88,97,97,24,92,84,85.2,ELECENG,25,SEA,high
20609752,Pampanga,19,F,Filipino,Roman Catholic,HS,Skilled and technical jobs,HS,mgmt. sales and entrepreneural occupations,5,Middle,D,Max of 2,Scholarships and Grants,Parents,Public,HUMSS,93.5,87,94,78,58,42,69,41,68.9,English-BSED,26,SED,high
20572773,Pampanga,18,M,Filipino,Roman Catholic,HS,Skilled and technical jobs,HS,,5,Middle,E,Max of 2,Parents,Parents,Private,TVL,90.75,52,24,10,16,17,53,15,25.8,BSTourism,26,SHTM,high
20628404,Pampanga,18,F,Filipino,Roman Catholic,College Undergrad/Vocational,Skilled and technical jobs,HS,"artistic, musical, writing",6,Eldest,E,Max of 2,Scholarships and Grants,Parents,Private,ABM,94.0,91,37,5,67,62,37,73,47.9,Accountancy,26,SBA,high
20580748,Pampanga,18,M,Filipino,Roman Catholic,College Graduate,mgmt. sales and entrepreneural occupations,College Graduate,office and clerical jobs,4,Youngest,F,Max of 2,Relatives,Parents,Private,ABM,95.57,97,88,97,88,80,94,65,88.9,Accountancy,26,SBA,high
20578061,Pampanga,19,M,Filipino,Roman Catholic,Post Graduate,helping and teaching occupation,College Graduate,office and clerical jobs,7,4th,C,Max of 2,Parents,Parents,Private,STEM,84.0,91,79,40,88,24,69,15,66.25,BSCompsci,23,CICT,medium
20614803,Outside,20,M,Filipino,Roman Catholic,College Graduate,mgmt. sales and entrepreneural occupations,College Graduate,,9,5th,D,None,Parents,Parents,Private,STEM,94.0,24,84,87,92,80,77,10,68.8,CE,25,SEA,high
20580052,Pampanga,18,F,Filipino,Born Again Christian,College Undergrad/Vocational,Skilled and technical jobs,,,5,Youngest,D,Max of 2,Parents,Parents,Public,ABM,92.5,91,79,5,67,32,53,17,56.3,Accountancy,26,SBA,high
20613835,Pampanga,19,M,Filipino,Roman Catholic,HS,mgmt. sales and entrepreneural occupations,College Undergraduate/Vocational,helping and teaching occupation,5,Eldest,E,Max of 4,Parents,Parents,Private,HUMSS,89.1,94,52,10,67,24,87,65,62.95,BA Comm,23,SAS,medium
20605522,Pampanga,19,M,Filipino,Roman Catholic,,"artistic, musical, writing",,Skilled and technical jobs,4,Eldest,F,Max of 6,Parents,Parents,Private,STEM,87.43,24,37,67,67,42,46,76,50.85,CE,25,SEA,high
20578432,Pampanga,19,M,Filipino,Born Again Christian,HS,Skilled and technical jobs,HS,,6,Eldest,D,Max of 2,Scholarships and Grants,Parents,Private,STEM,95.5,98,67,87,98,95,98,49,85.5,ELECENG,25,SEA,high
20582943,Pampanga,19,M,Filipino,Roman Catholic,HS,Skilled and technical jobs,HS,Skilled and technical jobs,8,5th,F,Max of 4,Scholarships and Grants,Parents,Private,TVL,92.0,52,88,53,67,80,96,33,72.2,Accountancy,26,SBA,high
20606185,Pampanga,18,F,Filipino,Roman Catholic,College Graduate,mgmt. sales and entrepreneural occupations,College Graduate,Skilled and technical jobs,6,2nd,F,Max of 2,Parents,Parents,Private,ABM,89.5,37,79,87,67,72,53,84,70.55,Accountancy,26,SBA,high
20601483,Pampanga,19,F,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,College Graduate,,5,Eldest,D,Max of 2,Scholarships and Grants,Parents,Private,ABM,95.6,91,91,97,75,62,46,79,80.7,Accountancy,26,SBA,high
20571513,Pampanga,18,F,Filipino,Roman Catholic,HS,"artistic, musical, writing",HS,"artistic, musical, writing",3,Only Child,F,Max of 2,Parents,Parents,Private,ABM,98.0,79,98,97,67,91,53,29,81.1,Accountancy,26,SBA,high
20616682,Pampanga,19,M,Filipino,Roman Catholic,College Graduate,mgmt. sales and entrepreneural occupations,College Graduate,,4,Eldest,D,Max of 2,Parents,Parents,Private,STEM,83.96,99,67,53,11,72,77,57,56.9,BSAeronautical,25,SEA,medium
20577870,Pampanga,19,M,Filipino,Born Again Christian,College Graduate,mgmt. sales and entrepreneural occupations,College Graduate,,4,Eldest,E,Max of 2,Parents,Parents,Private,STEM,83.54,79,37,97,23,32,94,37,52.5,BSPsychology,23,SAS,high
20602203,Pampanga,19,F,Filipino,Roman Catholic,College Undergrad/Vocational,Skilled and technical jobs,HS,,9,2nd,E,Max of 2,Parents,Relatives,Public,STEM,91.0,79,91,53,97,86,83,65,83.05,Math,26,SED,high
20579264,Outside,18,M,Filipino,Roman Catholic,HS,Skilled and technical jobs,College Undergraduate/Vocational,scientific and allied medical positions,5,Youngest,C,Max of 2,Parents,Parents,Private,STEM,88.93,52,31,27,82,72,92,65,60.1,CE,25,SEA,high
20602664,Pampanga,19,F,Filipino,Roman Catholic,College Graduate,mgmt. sales and entrepreneural occupations,College Graduate,office and clerical jobs,4,Eldest,A,Max of 2,,Parents,Private,ABM,90.51,37,96,87,82,24,69,33,72.9,Accountancy,26,SBA,high
