student_no,province,age,gender,nationality,religion,f_Educ,father_occupation,m_Educ,mother_occupation,family_size,ordinal_position,family_monthlyIncome,no_members_income,tuition_support,school_expenses,shs_school_type,strand,grade12_cgpa,pr_verbal_language,pr_reading_compre,pr_english,pr_math,pr_non_verbal,pr_basic_cmp,pr_clerical,selected_college_score,course,total_units,institute,performance
20571930,Pampanga,19,M,Filipino,Roman Catholic,College Undergrad/Vocational,helping and teaching occupation,College Graduate,helping and teaching occupation,7,Middle,F,Max of 2,Parents,Parents,Private,ABM,86.38,37,24,53,31,42,29,45,34.4,BusMgt,23,SBA,high
20629271,Pampanga,19,M,Filipino,Roman Catholic,HS,Skilled and technical jobs,Elementary,mgmt. sales and entrepreneural occupations,7,Middle,D,Max of 6,Parents,Parents,Private,STEM,82.32,37,31,17,58,52,12,76,41.95,Architecture,26,SEA,medium
20594441,Pampanga,19,F,Filipino,Iglesia Ni Cristo,College Graduate,mgmt. sales and entrepreneural occupations,College Graduate,helping and teaching occupation,4,Youngest,E,Max of 2,Parents,Parents,Private,STEM,95.19,79,91,87,31,72,77,1,61.5,BSAeronautical,25,SEA,high
20618111,Pampanga,18,F,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,HS,,6,2nd,D,Max of 2,Parents,Parents,Public,ABM,89.65,7,67,40,40,72,3,15,43.05,Accountancy,26,SBA,high
20575168,Pampanga,19,M,Filipino,Roman Catholic,Post Graduate,"artistic, musical, writing",College Graduate,helping and teaching occupation,5,Youngest,D,Max of 4,Relatives,Parents,Private,STEM,85.75,7,37,40,67,52,16,89,44.9,BSAeronautical,25,SEA,mlow
20617986,Pampanga,18,M,Filipino,Roman Catholic,HS,,College Graduate,office and clerical jobs,3,Only Child,E,Max of 2,Parents,Parents,Private,STEM,88.96,98,84,97,82,91,96,49,85.3,ELECENG,25,SEA,high
20597422,Pampanga,18,F,Filipino,Roman Catholic,HS,Skilled and technical jobs,College Graduate,mgmt. sales and entrepreneural occupations,5,Eldest,F,Max of 2,Scholarships and Grants,Parents,Private,ABM,94.0,91,79,5,67,62,69,41,62.1,Accountancy,26,SBA,high
20577317,Pampanga,19,M,Filipino,Roman Catholic,HS,mgmt. sales and entrepreneural occupations,College Graduate,office and clerical jobs,5,Eldest,D,Max of 2,Parents,Parents,Private,STEM,87.43,79,79,78,95,95,46,82,81.5,BSAeronautical,25,SEA,high
20630283,Pampanga,19,F,Filipino,Roman Catholic,College Graduate,mgmt. sales and entrepreneural occupations,College Graduate,mgmt. sales and entrepreneural occupations,4,Youngest,E,Max of 4,Parents,Parents,Private,ABM,82.55,14,79,67,40,32,77,12,50.35,BSBA-HRMgmt,23,SBA,medium
20614893,Pampanga,18,F,Filipino,Roman Catholic,College Undergrad/Vocational,helping and teaching occupation,College Graduate,helping and teaching occupation,6,3rd,D,Max of 6,Parents,Parents,Private,HUMSS,85.37,24,73,40,75,72,37,17,53.55,Criminology,26,CCJEF,high
20616491,Pampanga,19,M,Filipino,Roman Catholic,College Undergrad/Vocational,mgmt. sales and entrepreneural occupations,College Undergraduate/Vocational,helping and teaching occupation,5,Middle,E,Max of 4,Parents,Parents,Private,ABM,93.0,91,59,17,23,11,53,6,40.85,BSTourism,23,SHTM,high
20573640,Pampanga,19,M,Filipino,Roman Catholic,College Undergrad/Vocational,Skilled and technical jobs,College Graduate,office and clerical jobs,3,Only Child,E,Max of 2,Parents,Parents,Private,STEM,87.0,24,10,1,23,32,8,12,40.01,BSEMC-DA,23,CICT,medium
20572514,Pampanga,18,M,Filipino,Roman Catholic,Elementary,mgmt. sales and entrepreneural occupations,College Graduate,mgmt. sales and entrepreneural occupations,6,Eldest,F,Max of 2,Scholarships and Grants,Parents,Private,STEM,81.5,7,59,27,67,42,16,5,32.0,BSITAreaNetAdmi,23,CICT,medium
20574606,Pampanga,18,F,Filipino,Roman Catholic,College Undergrad/Vocational,Skilled and technical jobs,HS,,5,Middle,D,Max of 2,Parents,Parents,Private,TVL,93.93,91,59,78,82,52,61,57,69.45,BSTourism,26,SHTM,high
20573278,Pampanga,18,F,Filipino,Roman Catholic,HS,Skilled and technical jobs,HS,"artistic, musical, writing",7,4th,F,Max of 2,Parents,Parents,Private,ABM,85.94,3,19,67,40,42,46,82,44.8,BS MedTech,31,SNAMS,medium
20571535,Pampanga,18,F,Filipino,Roman Catholic,College Graduate,office and clerical jobs,College Graduate,,4,Eldest,E,Max of 2,Parents,Parents,Private,ABM,97.0,94,84,98,82,86,96,87,88.25,Accountancy,26,SBA,high
20604857,Outside,19,F,Filipino,Roman Catholic,College Graduate,helping and teaching occupation,College Graduate,mgmt. sales and entrepreneural occupations,5,Eldest,E,Max of 2,Parents,Parents,Private,STEM,95.13,91,91,87,58,62,87,41,74.05,BSAeronautical,25,SEA,high
20567823,Pampanga,19,M,Filipino,Roman Catholic,College Undergrad/Vocational,,HS,Skilled and technical jobs,8,Youngest,A,More than 6,Parents,Parents,Private,STEM,84.0,79,73,53,75,86,83,37,71.1,BSAeronautical,25,SEA,medium
20606670,Pampanga,18,M,Filipino,Roman Catholic,College Undergrad/Vocational,helping and teaching occupation,College Undergraduate/Vocational,helping and teaching occupation,4,Youngest,E,Max of 2,Parents,Parents,Private,HUMSS,85.0,52,52,53,31,2,94,53,53.5,BSEMC-DA,23,CICT,medium
20601551,Pampanga,19,F,Filipino,Roman Catholic,College Undergrad/Vocational,mgmt. sales and entrepreneural occupations,HS,,5,Eldest,E,Max of 4,Parents,Parents,Private,HUMSS,92.5,87,96,67,67,42,87,15,69.3,SocialStud-BSED,26,SED,high
20577431,Outside,18,F,Filipino,Born Again Christian,College Graduate,mgmt. sales and entrepreneural occupations,College Graduate,mgmt. sales and entrepreneural occupations,6,3rd,E,Max of 2,Parents,Parents,Private,STEM,88.29,37,59,53,92,42,69,23,59.05,IE,25,SEA,medium
20612081,Pampanga,19,F,Filipino,Roman Catholic,HS,Skilled and technical jobs,Elementary,Skilled and technical jobs,7,Youngest,D,Max of 4,Parents,Parents,Private,ABM,92.91,24,79,87,67,1,61,6,59.05,Accountancy,26,SBA,high
20582021,Pampanga,18,M,Filipino,Roman Catholic,College Undergrad/Vocational,Skilled and technical jobs,College Graduate,Skilled and technical jobs,4,Eldest,E,Max of 2,Parents,Parents,Private,STEM,84.0,37,37,53,58,80,8,79,49.3,Criminology,26,CCJEF,medium
20598085,Pampanga,19,M,Filipino,Roman Catholic,,,College Graduate,,5,Youngest,C,Max of 4,Parents,Parents,Private,ABM,89.0,52,94,53,92,52,23,2,67.35,Accountancy,26,SBA,medium
20570275,Pampanga,19,F,Filipino,Roman Catholic,HS,mgmt. sales and entrepreneural occupations,College Graduate,mgmt. sales and entrepreneural occupations,9,Youngest,D,Max of 2,Parents,Parents,Private,ABM,90.59,37,91,87,88,72,53,65,77.4,Accountancy,26,SBA,high
20616254,Pampanga,19,F,Filipino,Roman Catholic,College Graduate,office and clerical jobs,College Graduate,Skilled and technical jobs,3,Only Child,,Max of 2,Parents,Parents,Private,STEM,93.0,79,59,53,50,62,69,41,58.65,BSAeronautical,25,SEA,high
20581007,Pampanga,19,F,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,College Graduate,helping and teaching occupation,5,Youngest,C,Max of 2,Parents,Parents,Private,ABM,89.82,94,88,87,67,86,92,33,81.7,Accountancy,26,SBA,high
20576035,Pampanga,19,F,Filipino,Roman Catholic,,mgmt. sales and entrepreneural occupations,College Graduate,helping and teaching occupation,7,4th,B,Max of 4,Parents,Parents,Private,HUMSS,83.12,7,14,10,23,7,8,33,14.95,Criminology,26,CCJEF,medium
20582561,Pampanga,19,M,Filipino,Roman Catholic,College Graduate,helping and teaching occupation,College Graduate,helping and teaching occupation,4,Youngest,D,Max of 2,Parents,Parents,Private,STEM,92.5,94,79,53,58,62,23,41,62.3,ME,25,SEA,high
20604183,Pampanga,19,M,Filipino,Roman Catholic,,Skilled and technical jobs,,,6,Eldest,D,Max of 2,Parents,Parents,Private,STEM,93.81,97,84,53,92,97,92,57,84.25,CE,25,SEA,high
20570297,Pampanga,19,F,Filipino,Iglesia Ni Cristo,College Graduate,office and clerical jobs,College Graduate,office and clerical jobs,5,Eldest,E,Max of 2,Parents,Parents,Private,ABM,92.75,37,45,87,82,80,61,23,61.9,Accountancy,26,SBA,high
20578206,Pampanga,18,M,Filipino,Roman Catholic,College Undergrad/Vocational,Skilled and technical jobs,College Undergraduate/Vocational,office and clerical jobs,5,Eldest,F,Max of 2,Parents,Parents,Private,STEM,92.0,87,97,93,88,32,83,69,82.15,BSAeronautical,25,SEA,high
20609842,Pampanga,19,F,Filipino,Roman Catholic,College Undergrad/Vocational,"artistic, musical, writing",College Graduate,mgmt. sales and entrepreneural occupations,5,Youngest,A,Max of 4,Parents,Parents,Private,TVL,91.92,91,88,98,95,4,92,15,82.75,BA Comm,23,SAS,high
20611326,Pampanga,19,M,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,College Graduate,helping and teaching occupation,6,3rd,B,Max of 4,Parents,Parents,Private,STEM,89.0,91,79,87,75,72,87,57,78.4,BSEMC-DA,23,CICT,medium
20574404,Pampanga,19,M,Filipino,Baptist,College Graduate,Skilled and technical jobs,College Graduate,office and clerical jobs,5,Middle,D,Max of 2,Parents,Parents,Private,ABM,86.23,52,94,27,40,62,61,41,59.8,BusMgt,23,SBA,high
20570308,Pampanga,19,F,Filipino,Buddhist,Post Graduate,Skilled and technical jobs,College Graduate,,4,Eldest,C,None,Parents,Parents,Private,HUMSS,86.25,52,84,78,75,24,37,45,68.55,Criminology,26,CCJEF,medium
20587375,Pampanga,19,F,Filipino,Roman Catholic,College Undergrad/Vocational,Skilled and technical jobs,College Graduate,office and clerical jobs,6,Eldest,E,Max of 4,Parents,Parents,Private,ABM,89.97,52,31,53,88,24,46,65,50.3,Accountancy,26,SBA,high
20633681,Pampanga,21,M,Filipino,Roman Catholic,HS,Skilled and technical jobs,HS,Skilled and technical jobs,9,5th,C,Max of 2,Scholarships and Grants,Scholarships and Grants,Public,TVL,92.5,24,14,53,11,17,2,41,19.1,BusMgt,23,SBA,high
20608470,Pampanga,18,F,Filipino,Born Again Christian,HS,mgmt. sales and entrepreneural occupations,College Graduate,mgmt. sales and entrepreneural occupations,5,Middle,B,Max of 2,Parents,Parents,Private,ABM,97.0,79,19,93,88,91,69,17,62.0,Accountancy,26,SBA,high
20604982,Pampanga,19,F,Filipino,Roman Catholic,HS,mgmt. sales and entrepreneural occupations,College Undergraduate/Vocational,,6,Eldest,F,None,Parents,Parents,Private,ABM,86.66,97,91,98,99,91,77,26,89.6,Accountancy,26,SBA,high
20608582,Pampanga,19,M,Filipino,Roman Catholic,College Graduate,mgmt. sales and entrepreneural occupations,College Graduate,mgmt. sales and entrepreneural occupations,5,Middle,A,Max of 4,Parents,Parents,Private,STEM,87.42,87,84,67,75,86,69,65,77.3,ME,25,SEA,medium
20615760,Pampanga,18,F,Filipino,Roman Catholic,HS,"artistic, musical, writing",College Graduate,office and clerical jobs,6,2nd,F,Max of 2,Relatives,Relatives,Public,TVL,92.0,91,84,27,75,80,83,76,73.45,Accountancy,26,SBA,high
20603114,Outside,19,F,Filipino,Roman Catholic,,Skilled and technical jobs,College Graduate,,5,Eldest,E,Max of 2,Parents,Parents,Private,ABM,91.0,91,91,78,40,80,46,49,71.95,BSTourism,23,SHTM,high
20595036,Pampanga,19,M,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,College Graduate,Skilled and technical jobs,7,Eldest,B,Max of 2,Parents,Parents,Public,ABM,85.5,14,59,27,67,42,69,53,50.3,BSBA-MktgMgmt,23,SBA,medium
20571761,Pampanga,18,M,Filipino,Roman Catholic,HS,Skilled and technical jobs,HS,,5,Youngest,F,Max of 2,Scholarships and Grants,Parents,Private,HUMSS,92.94,37,96,78,82,62,98,37,79.8,BA Comm,23,SAS,high
20570253,Pampanga,18,F,Filipino,Roman Catholic,College Graduate,mgmt. sales and entrepreneural occupations,College Graduate,mgmt. sales and entrepreneural occupations,4,Eldest,F,Max of 2,Parents,Parents,Private,ABM,85.94,37,19,40,95,32,23,73,43.55,BSBA-MktgMgmt,23,SBA,medium
20610347,Pampanga,20,F,Filipino,Roman Catholic,,Skilled and technical jobs,College Graduate,Skilled and technical jobs,4,Eldest,E,Max of 2,Parents,Parents,Private,TVL,84.43,14,10,40,50,52,16,12,23.6,BSHRM,26,SHTM,medium
20574786,Pampanga,18,F,Filipino,Roman Catholic,HS,Skilled and technical jobs,College Graduate,,5,Eldest,D,Max of 2,Parents,Parents,Private,HUMSS,89.19,79,59,87,31,24,46,45,50.25,Fil-BSED,26,SED,high
20580445,Pampanga,19,M,Filipino,Roman Catholic,Post Graduate,helping and teaching occupation,Post Graduate,helping and teaching occupation,5,Eldest,D,Max of 2,Parents,Parents,Private,ABM,93.41,87,94,78,88,62,83,69,84.15,Accountancy,26,SBA,high
20608975,Pampanga,19,F,Filipino,Born Again Christian,College Graduate,Skilled and technical jobs,College Graduate,helping and teaching occupation,5,Middle,E,Max of 2,Parents,Parents,Private,ABM,90.36,87,19,93,92,86,87,57,66.9,Accountancy,26,SBA,high
20606995,Pampanga,18,M,Filipino,Roman Catholic,College Graduate,office and clerical jobs,HS,,8,Eldest,E,Max of 2,Parents,Parents,Private,HUMSS,82.94,94,79,97,75,95,87,33,78.05,BSED-ValEd,26,SED,high
20610516,Pampanga,19,F,Filipino,Roman Catholic,HS,Skilled and technical jobs,College Graduate,,7,4th,E,Max of 2,Relatives,Relatives,Private,STEM,90.98,52,94,67,88,97,92,26,76.8,Architecture,26,SEA,high
20598390,Pampanga,19,M,Filipino,Roman Catholic,,mgmt. sales and entrepreneural occupations,,mgmt. sales and entrepreneural occupations,5,Middle,E,Max of 2,Parents,Parents,Private,STEM,89.92,24,73,53,31,17,61,33,50.6,BSNursing,36,SNAMS,high
20630474,Pampanga,19,M,Filipino,Born Again Christian,HS,Skilled and technical jobs,HS,Skilled and technical jobs,4,Youngest,E,Max of 2,Parents,Parents,Private,TVL,87.5,37,31,40,67,91,61,2,43.6,BSCompsci,23,CICT,medium
20635290,Pampanga,18,M,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,College Graduate,,5,Youngest,C,Max of 2,Parents,Parents,Private,ABM,86.89,37,67,40,58,52,83,82,59.0,Accountancy,26,SBA,high
20582302,Pampanga,18,F,Filipino,Roman Catholic,College Graduate,helping and teaching occupation,College Graduate,,4,Youngest,E,Max of 2,Parents,Parents,Private,STEM,90.04,94,67,87,67,97,61,69,75.65,CE,25,SEA,high
20615308,Outside,19,F,Filipino,Roman Catholic,HS,Skilled and technical jobs,HS,mgmt. sales and entrepreneural occupations,4,Youngest,F,Max of 2,Relatives,Parents,Public,HUMSS,96.0,52,79,53,58,95,53,69,68.3,English-BSED,26,SED,high
20570883,Pampanga,18,M,Filipino,Roman Catholic,College Undergrad/Vocational,Skilled and technical jobs,College Undergraduate/Vocational,"artistic, musical, writing",5,Middle,B,Max of 2,Parents,Parents,Private,STEM,88.54,37,37,93,82,91,94,73,68.55,BSAeronautical,25,SEA,medium
20578184,Pampanga,19,F,Filipino,Born Again Christian,College Undergrad/Vocational,Skilled and technical jobs,College Graduate,helping and teaching occupation,4,Eldest,E,Max of 2,Parents,Parents,Private,ABM,90.41,37,52,53,82,72,12,41,54.1,Accountancy,26,SBA,high
20567845,Pampanga,18,F,Filipino,Roman Catholic,College Undergrad/Vocational,mgmt. sales and entrepreneural occupations,College Graduate,helping and teaching occupation,6,Eldest,E,Max of 6,Parents,Parents,Private,STEM,90.54,91,37,78,75,32,92,49,64.9,CE,25,SEA,high
20620743,Pampanga,18,M,Filipino,Born Again Christian,College Graduate,Skilled and technical jobs,Post Graduate,helping and teaching occupation,6,3rd,D,Max of 4,Parents,Parents,Private,STEM,86.72,24,67,17,58,72,83,23,51.0,BSAeronautical,25,SEA,medium
20576395,Pampanga,19,M,Filipino,Roman Catholic,,office and clerical jobs,College Graduate,,4,Eldest,D,Max of 2,Parents,Parents,Private,STEM,81.86,79,37,67,40,86,77,45,59.2,BSEMC-DA,23,CICT,medium
20570916,Outside,19,M,Filipino,Roman Catholic,HS,Skilled and technical jobs,College Graduate,mgmt. sales and entrepreneural occupations,4,Eldest,E,Max of 2,Parents,Self,Private,ABM,92.5,14,98,27,16,86,96,37,58.1,Accountancy,26,SBA,high
20593438,Pampanga,18,M,Filipino,Roman Catholic,College Graduate,mgmt. sales and entrepreneural occupations,College Graduate,mgmt. sales and entrepreneural occupations,7,2nd,D,Max of 2,Parents,Parents,Private,ABM,91.5,97,96,87,67,91,94,33,87.65,BSPsychology,23,SAS,high
20638787,Pampanga,18,M,Filipino,Roman Catholic,College Graduate,mgmt. sales and entrepreneural occupations,College Graduate,scientific and allied medical positions,3,Only Child,C,Max of 6,Parents,Parents,Private,STEM,82.85,87,84,78,50,80,92,29,73.7,BSITAreaNetAdmi,23,CICT,medium
20612182,Pampanga,19,M,Filipino,Roman Catholic,College Graduate,mgmt. sales and entrepreneural occupations,College Graduate,mgmt. sales and entrepreneural occupations,5,Eldest,A,Max of 2,Parents,Parents,Private,ABM,91.59,87,96,97,82,72,94,26,86.35,Accountancy,26,SBA,high
20594981,Pampanga,19,M,Filipino,Roman Catholic,College Undergrad/Vocational,office and clerical jobs,HS,office and clerical jobs,4,Youngest,F,Max of 2,Parents,Parents,Private,HUMSS,88.0,37,73,53,7,32,92,69,49.55,English-BSED,26,SED,high
20594632,Outside,19,M,Filipino,Roman Catholic,HS,mgmt. sales and entrepreneural occupations,College Graduate,mgmt. sales and entrepreneural occupations,6,3rd,C,Max of 4,Parents,Parents,Private,STEM,90.88,79,99,67,75,80,83,33,74.75,BSHRM,26,SHTM,high
20635918,Pampanga,18,M,Filipino,Roman Catholic,HS,Skilled and technical jobs,HS,,5,Eldest,D,Max of 2,Parents,Parents,Private,ABM,95.91,37,73,78,97,80,16,49,68.75,Accountancy,26,SBA,high
20581773,Pampanga,18,M,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,College Graduate,"artistic, musical, writing",7,Eldest,A,Max of 2,Parents,Parents,Private,STEM,88.31,14,84,78,40,80,69,76,59.2,ELECENG,25,SEA,high
20638743,Outside,18,M,Filipino,Roman Catholic,HS,Skilled and technical jobs,College Graduate,office and clerical jobs,5,Middle,E,Max of 2,Parents,Parents,Private,STEM,87.5,79,79,87,92,4,46,57,70.05,BSAeronautical,25,SEA,medium
20597545,Pampanga,19,F,Filipino,Roman Catholic,College Undergrad/Vocational,Skilled and technical jobs,HS,office and clerical jobs,5,Middle,E,Max of 2,Relatives,Parents,Private,STEM,90.0,87,91,99,75,72,83,8,76.2,CE,25,SEA,high
20618403,Pampanga,19,F,Filipino,Roman Catholic,College Undergrad/Vocational,mgmt. sales and entrepreneural occupations,College Undergraduate/Vocational,mgmt. sales and entrepreneural occupations,5,Eldest,D,Max of 2,Parents,Parents,Private,ABM,83.55,37,79,27,58,4,77,49,61.4,Accountancy,26,SBA,medium
20615905,Pampanga,18,F,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,HS,Skilled and technical jobs,6,3rd,E,Max of 4,Parents,Parents,Private,TVL,92.5,24,91,67,23,62,87,6,54.75,BSTourism,26,SHTM,high
20611721,Outside,19,F,Filipino,Roman Catholic,HS,Skilled and technical jobs,College Undergraduate/Vocational,"artistic, musical, writing",6,2nd,F,Max of 4,Parents,Parents,Private,STEM,93.0,14,24,27,82,95,46,5,44.7,Architecture,26,SEA,medium
20570040,Pampanga,19,F,Filipino,MCGI,College Undergrad/Vocational,mgmt. sales and entrepreneural occupations,HS,Skilled and technical jobs,6,Eldest,D,Max of 4,Scholarships and Grants,Parents,Public,TVL,90.0,24,67,53,58,91,77,29,56.5,Architecture,26,SEA,high
20572964,Pampanga,18,M,Filipino,Roman Catholic,,,,office and clerical jobs,5,Eldest,E,Max of 2,Scholarships and Grants,Parents,Private,STEM,80.68,52,67,78,82,80,16,33,62.4,BSHM-Accomm,25,SHTM,mlow
20587476,Outside,18,F,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,College Undergraduate/Vocational,,4,Eldest,D,None,Scholarships and Grants,Parents,Private,ABM,92.5,52,88,27,75,72,46,20,63.45,Accountancy,26,SBA,high
20634243,Pampanga,18,F,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,College Graduate,office and clerical jobs,6,2nd,D,None,Parents,Parents,Public,TVL,87.5,91,73,67,58,62,69,26,65.0,BPEd,26,SED,high
20569882,Pampanga,17,M,Filipino,Roman Catholic,College Undergrad/Vocational,"artistic, musical, writing",College Undergraduate/Vocational,"artistic, musical, writing",5,Eldest,E,Max of 2,Parents,Parents,Private,STEM,91.68,97,88,87,40,32,92,10,64.25,ME,25,SEA,medium
20568060,Pampanga,18,M,Filipino,Roman Catholic,,office and clerical jobs,,mgmt. sales and entrepreneural occupations,8,5th,D,Max of 4,Parents,Parents,Private,STEM,87.34,37,88,40,50,62,92,26,57.65,BSAeronautical,25,SEA,high
20577036,Pampanga,19,M,Filipino,Roman Catholic,HS,Skilled and technical jobs,HS,office and clerical jobs,6,3rd,E,Max of 2,Relatives,Parents,Private,STEM,89.25,37,79,67,58,52,83,79,63.95,Comp. Engg.,25,SEA,high
